File_Name	Modern_English	Reformed_Word	Conjugations	Part_of_Speech
slaughter	slaughter	slautre		masculine noun
slaughter	slaughter	slauter	slautre(s slautred slautering	verb
supernatant	supernatant	supernâtant		adjective, feminine noun
shave	shave	seave	-s -d -ing	verb
shave	shave	seave	-s	masculine noun
shave	shaver	seavor,	seaveur -s	masculine noun
spray	spray	spraie	-s -d -aying	verb
spray	spray	spraie,	sprays	masculine noun
steal	steal	stiale	-s stól stolen -ing	verb
steal	steal	stiale,	stials	masculine noun
starve	starve	starve	-s -d -ing	verb
starve	starvation	starvâcion		feminine noun
slide	slide	slîde	-s slid -ing	verb
slide	slide	slîde,	slîds	masculine noun
syncronize	sync	synque	sync(s -d -ing	verb
syncronize	synchronize	syncronyse	-s -d -ing	verb
syncronize	synchronization	syncronisâcion	-s	feminine noun
syncronize	synchronous	syncronus	-ly	adjective
strong	strong	stròng	-ar stronguest	adjective
strong	strong	stròng		adverb
strong	strongly	stròngly		adjective
spill	spill	spille	-s spilt -ing	intransitive verb
spill	spill	spille	-s -d -ing	transitive verb
spill	spill	spille,	spills	masculine noun
spill	spillage	spillage	-s	masculine noun
situate	situate	sițuait	-s -ed -ing	verb
situate	situation	sițuâcion	-s	feminine noun
situate	situational	sițuâcional		adjective
system	system	sistem	-s	masculine noun
system	systemic	sistemic		adjective
system	systematic	sistematic		adjective
system	systematize	sistematyse	-s -d -ing	verb
siege	siege	sige	-s	masculine noun
siege	besiege	besige	-s -d -ing	verb
shrink	shrink	șrinche	șrinc(s șrânc șronc șrinching	verb
shrink	shrink	șrinc	-s	masculine noun
science	ciencia	cîence	-s	masculine noun
science	scientist	cîentist	-s	masculine noun
science	scientific	cîentific	-ly	adjective
steel	steel	stiele		masculine noun
steel	steel	stiele	-s -d -ing	verb
shoot	shoot	seoute	-s siot -ing	verb
shoot	shoot	seoute,	seouts	masculine noun
shoot	shot	siote,	siots	masculine noun
synagogue	synagogue	synagog	-s	masculine noun
scissors	scissors	cisors		masculine noun
swear	swear	sueire	-s suór suorn sueiring	verb
swear	swear	sueire,	sueirs	masculine noun
suggest	suggest	soggeste	-s -d -ing	verb
suggest	suggestion	soggestion	-s	feminine noun
suggest	suggestive	soggestif	-vly	adjective
sink	sink	sinche	sinc(s sânc sonc -ing	verb
sink	sink	sinc	-s	masculine noun
shriek	shriek	șrieche	șriec(s -d -ing	verb
shriek	shriek	șriec,	șriex	masculine noun
skirmish	scaramouch	scaramouçe	-s	feminine noun
skirmish	skirmish	schêmiçe	-s	masculine noun
skirmish	skirmish	schêmiçe	-s -d -ing	verb
save	save	sâve	-s -d -ing	verb
save	save	sâve		preposition
save	savable	sâvable	-y -ness	adjective
save	saver	sâveur	-s	masculine noun
save	save	sâve	-s	masculine noun
save	save	sâve		preposition, conjunction
save	savior	sâvior	-s	masculine noun
save	safe	saîf	-ar -est	adjective
save	safely	saîfly		adverb
save	safe	saîfe,	saîfs	masculine noun
save	safety	saîftie,	saîftis	masculine noun
save	safety	saîftie	-s -d saîftying	verb
save	salvage	salvage	-s -d -ing	verb
seat	seat	site,	síts	masculine noun
seat	seat	site	-s -d -ing	verb
slice	slice	slîce	-s -d -ing	verb
slice	slice	slîce	-s	masculine noun
slice	slicer	slîçor	-s	masculine noun
sulfur	sulfur	sulfre		masculine noun
sulfur	sulfuric	sulfúric		adjective
sulfur	sulfureous	sulfurieus		adjective, dated
sulfur	sulfurous	sulfureus		adjective
sanction	sanction	sânccion	-s	feminine noun
sanction	sanction	sânccione	-s -d -ing	verb
soul	soul	soele,	soels; soelful	adjective, masculine noun
soul	soulless	soelless	-ly -ness	adjective
Satan	Satan	Sâtan		masculine noun
Satan	satanic	satanic		adjective
semetry	semetry	semetrie	-is	masculine noun
site	site	sîte,	sîts	masculine noun
site	site	sîte	-s -d -ing	verb
spread	spread	sprede	-s spred -ing	verb
spread	spread	sprede,	spreds	masculine noun
scythe	scythe	sŷþ	-s	masculine noun
scythe	scythe	sŷþe	-s -d -ing	verb
scan	scan	scane	-s -d -ing	verb
scan	scan	scane,	scans	masculine noun
scan	scanner	scanor,	scaneur -s	masculine noun
steep	steep	stipe	-s -d -ing	verb
steep	steep	stipe,	stíps	masculine noun
steep	steep	stiep	-ar -est	adjective
steep	steep	stiepe,	stieps	masculine noun
steep	steeple	stieple,	stiepels	masculine noun
skate	skate	scaite,	scaits	masculine noun
skate	skate	scaite	-s -d -ing	verb
skate	skater	scaiteur	-s	masculine noun
skate	skateboard	scaitbord	-s	masculine noun
skate	skateboard	scaitborde	-s -d -ing	verb
skate	skate	scâte,	scâts	masculine noun
stick	stick	stiche	stic(s steuc -ing	verb
stick	stick	stic,	stix	masculine noun
slash	slash	slasce	-s -d -ing	verb
slash	slash	slasce	-s	masculine noun
sauce	sauce	sauce	-s	masculine noun
sauce	sauce	sauce	-s -d -ing	verb
sauce	sausage	sauçage	-s	masculine noun
shade	shade	seade,	seads	masculine noun
shade	shade	seade	-s -d -ing	verb
sacrifice	sacrifice	sacrifîce	-s	masculine noun
sacrifice	sacrifice	sacrifîce	-s -d -ing	verb
sacrifice	sacred	sâcrid	-ness	adjective
sacrifice	sacrilege	sàcrilege		masculine noun
sacrifice	sacrilegious	sacriligeus	-sly	adjective
specular	specular	specular		adjective
specular	specularity	specularetie	-is	feminine noun
specular	speculate	speculait	-s -ed -ing	verb
specular	speculation	speculâcion	-s	feminine noun
specular	speculative	speculatif	-vly	adjective
specular	speculator	speculaitor	-s	masculine noun
specular	speculum	speculom,	specula	masculine noun
shore	shore	seore,	seors	masculine noun
shore	shore	seore	-s -d -ing	verb
shore	ashore	aseor		adverb
shore	inshore	inseor		adverb
sibling	sibling	sibling	-s	adjective, masculine noun
shoulder	shoulder	seoldre,	seoldors	masculine noun
shoulder	shoulder	seolder	seoldre(s -d -ering	verb
sever	sever	sever	sevre(s sevred severing	verb
sever	severance	sevrance	-s	masculine noun
stall	stall	stalle,	stalls	masculine noun
stall	stall	stalle	-s -d -ing	verb
support	support	soporte,	sopórts	feminine noun
support	support	soporte	-s -d -ing	verb
support	supporter	soporteur	-s	feminine noun
support	supportive	sopórtif	-vly	adjective, adverb
spare	spare	spaire	-s -d -ing	verb
spare	spare	spaire,	spairs	adjective, masculine noun
stand	stand	stande	-s stôd -ing	verb
stand	stand	stande,	stands	masculine noun
sage	sage	sâge	-s -ly	adjective, masculine noun
sage	sage	saige		masculine noun
subtle	subtle	sotil		adjective
subtle	subtlety	sotiltie,	sotiltis	masculine noun
smudge	smudge	smoge	-s -d -ing	verb
smudge	smudge	smoge	-s	masculine noun
serve	serve	sêve	-s -d -ing	verb
serve	serve	sêve	-s	masculine noun
serve	servitude	sêvitude		masculine noun
serve	service	sêvice	-s	masculine noun
serve	service	sêvice	-s -d -ing	verb
strategy	strategy	strategie	-is	masculine noun
strategy	strategic	stratígic	-ly	adjective
strategy	strategize	strategyse	-s -d -ing	verb
strategy	strategist	strategist	-s	masculine noun
strange	strange	strânge	strângiar strângest -ly	adjective
strange	stranger	strângeur	-s	masculine noun
strange	extraneous	extrânieus	-ly	adjective
strange	estrange	estrânge	-s -d -ing	verb
strange	estrangement	estrângement	-s	feminine noun
shall	should	sial,	seûd, sian't, seûdn't	modal, aux
speak	speak	spieche	spiec(s spóc spócan spieching	verb
speak	speaker	spiecher,	spiecor -s	masculine noun
speak	speech	spiec̃e	-s	masculine noun
size	size	sîse	-s	masculine noun
size	size	sîse	-s -d -ing	verb
submit	submit	sobmitte	-s -d -ing	verb
submit	submission	sobmission	-s	feminine noun
submit	submissive	sobmissif		adjective
submit	submittal	sobmittal	-s	feminine noun
sleep	sleep	sliepe	-s slaipt -ing	verb
sleep	sleep	sliepe		masculine noun
sleep	sleeper	sliepeur,	sliepor -s	masculine noun
sleep	sleepover	sliepovre	-ers	masculine noun
sleep	sleepy	sliepy	-ily	adjective
sleep	sleepless	sliepless	-ly	adjective
sleep	asleep	asliep		adjective, adverb
smash	smash	smasce	-s -d -ing	verb
smash	smash	smasce	-s	masculine noun
sustain	sustain	sosteine	-s -d -ing	verb
sustain	sustainable	sostéinable	-y	adjective
sustain	sustentation	sostentâcion	-s	feminine noun
sustain	sustenance	sostenance	-s	masculine noun
sustain	sustainment	sostéinment	-s	feminine noun
seel	seel	cile	-s -d -ing	verb
scooch	scooch	scouc̃e	-s -d -ing	verb
serious	serious	sírieus	-ly -ness	adjective
smell	smell	smelle	-s smelt -ing	intransitive verb
smell	smell	smelle	-s -d -ing	transitive verb
smell	smell	smelle,	smells	masculine noun
smell	smelly	smelly		adjective
shop	shop	siope,	siops	masculine noun
shop	shop	siope	-s -d -ing	verb
sack	sack	sac	-s	masculine noun
sack	sack	sache	sac(s -d -ing	verb
sack	satchel	sac̃le,	sac̃els	masculine noun
savor	savor	sâvor	-less	masculine noun
savor	savor	sâvore	-s -d -ing	verb
savor	savory	sâvry;	sâvrie -is	adjective, masculine noun
stammer	stammer	stamere	-s -d stamering	verb
stammer	stammer	stamere,	stamars	masculine noun
set	set	sete	-s set -ing	verb
set	set	set		adjective
set	set	sete,	sets	masculine noun
sluice	sluice	sluce	-s	masculine noun
sluice	sluice	sluce	-s -d -ing	verb
shah	shah	șahe,	șaus	masculine noun
sheer	sheer	çire,	çírs	adjective, masculine noun
sheer	sheer	sciere	-s -d -ing	verb
sheer	sheer	sciere,	sciers	masculine noun
super	super	super		adjective
sell	sell	selle,	sells	masculine noun
sell	seller	selleur,	sellor -s	masculine noun
salmon	salmon	samon		masculine noun
speed	speed	spiede,	spieds	masculine noun
speed	speed	spiede	-s sped -ing	verb
stress	stress	stress	-es	masculine noun
stress	stress	stresse	-s -d -ing	verb
stress	stressful	stressful		adjective
stress	stressor	stressor	-s	masculine noun
serial	serial	sírial	-s	adjective, masculine noun
sanitary	sanitary	sanitairy		adjective
sanitary	sanitation	sanitâcion		feminine noun
sanitary	sanitize	sanityse	-s -d -ing	verb
sanitary	sanitizer	sanitysor	-s	masculine noun
smile	smile	smîle	-s -d -ing	verb
smile	smile	smîle,	smîals	masculine noun
sock	sock	soc,	sox	masculine noun
sock	sock	soche	soc(s -d -ing	verb
store	store	store	-s -d -ing	verb
store	store	store,	stors	masculine noun
store	storage	storage	-s	masculine noun
survey	survey	sorveie,	sorveys	masculine noun
satisfy	satisfy	satisfae	-s -d -fyhing	verb
satisfy	satisfaccioun	satisfaccion	-s	feminine noun
satisfy	satisfactory	satisfàctory		adjective
senior	senior	sínior	-s	adjective, masculine noun
senior	seniority	sinioretie	-is	feminine noun
squirm	squirm	squême	-s -d -ing	verb
squirm	squirm	squême,	squêms	masculine noun
squirm	squirmy	squêmy	-iar -iest	adjective
storm	storm	storme,	storms	masculine noun
storm	storm	storme	-s -d -ing	verb
shelter	shelter	scelture,	scelturs	masculine noun
shelter	shelter	scelture	-s -d -ing	verb
simple	simple	simple		adjective
simple	simply	simply		adverb
simple	simplicity	simpliçatie,	simpliçatis	feminine noun
simple	simplify	simplifae	-s -d simplifyhing	verb
simple	simplification	simplificâcion	-s	feminine noun
simple	simplistic	simplistic	-ly	adjective
scent	scent	sente	-s -d -ing	verb
scent	scent	sente,	sents	masculine noun
sovereign	sovereign	sovran	-s	adjective, masculine noun
sovereign	sovereignty	sovrantie	-is	masculine noun
suture	suture	souțure,	souțurs	masculine noun
suture	suture	souțure	-s -d -ing	verb
stern	stern	stêne,	stêns	masculine noun
stern	stern	stirn		adjective
sickle	sickle	sicle,	siculs	masculine noun
sail	sail	seile,	seils	masculine noun
sail	sail	seile	-s -d -ing	verb
seed	seed	syde,	sÿds	masculine noun
seed	seed	syde	-s -d -ing	verb
shun	shun	șone	-s -d -ing	verb
shame	shame	seame		masculine noun
shame	shameful	seameful		adjective
shame	shameless	seameless	-ly	adjective
shame	shame	seame	-s -d -ing	verb
school	school	scoule,	scouls	masculine noun
school	school	scoule	-s -d -ing	verb
school	school	scoule,	scouls	masculine noun
school	school	scoule	-s -d -ing	verb
surreal	surreal	sorríal		adjective
surreal	surrealism	sorríalism		feminine noun
surreal	surrealist	sorríalist	-s	feminine noun
schism	schism	schisme,	schisms	masculine noun
sleet	sleet	sliete		masculine noun
sleet	sleet	sliete	-s -d -ing	verb
suit	suit	sute,	súts	masculine noun
suit	suit	sute	-s -d -ing	verb
suit	suitcase	sútcaiss	-es	masculine noun
suit	suitable	sútable		adjective
suit	suitability	sutabilatie,	sutabilatis	feminine noun
snatch	snatch	snac̃e	-s -d -ing	verb
snatch	snatch	snac̃e	-s	masculine noun
sweat	sweat	suète	-s -d -ing	verb
sweat	sweat	suète		masculine noun
shire	shire	șîor	-s	masculine noun
shire	-shire	-șor		suffix
sour	sour	saûre		adjective
sour	sour	saûer	saûre(s saûred saûering	verb
spoon	spoon	spoune,	spouns	masculine noun
superstition	superstition	supersticion	-s	feminine noun
superstition	superstitious	supersticeus		adjective
shovel	shovel	siovele,	siovels	masculine noun
shovel	shovel	siovele	-s -d -ing	verb
suspect	suspect	sospèct		adjective
suspect	suspect	sospecte	sospecs -d -ing	verb
suspect	suspect	sospect,	sospecs	masculine noun
such	such	soc̃		adjective, pronoun
soup	soup	soupe,	soups	masculine noun
soup	soupy	soupy		adjective
stride	stride	strîde	-s strode stridan -ing	verb
stride	stride	strîde,	strîds	masculine noun
stair	staircase	steircaiss	-es	masculine noun
stair	stair	steire,	steirs	masculine noun
shield	shield	sielde,	sields	masculine noun
shield	shield	sielde	-s -d -ing	verb
Sinai	Sinai	Sînai		adjective, masculine noun
sewer	sewer	súare,	súars	masculine noun
sewer	sewerage	súarage	-s	masculine noun
sewer	sewage	súage		masculine noun
sewer	sewage	súage	-s -d -ing	verb
sing	sing	singue	sing(s sâng song singuing	verb
sing	singer	singuer	-s	masculine noun
sing	song	songue,	sòngs	masculine noun
sarcasm	sarcasm	sarcasm		masculine noun
sarcasm	sarcastic	sarcastic	-ly	adjective
swallow	swallow	suolloe	-s -d -uing	verb
swallow	swallow	suálo		masculine noun
soft	soft	sòft	-ness	adjective
soft	softly	sòfly		adverb
soft	soften	sòfane	-s -d -ing	verb
soar	soar	saure	-s -d -ing	verb
sigh	sigh	syhe,	syhs	masculine noun
sigh	sigh	syhe	-s -d -ing	verb
sputter	sputter	sputre	-s -d sputaring	verb
sputter	sputter	sputre,	sputars	masculine noun
since	since	since		preposition
sue	sue	súe	-s -d -ing	verb
stew	stew	steue	-s -d -ing	verb
stew	stew	steue,	steus	masculine noun
skewer	skewer	scuere,	scúars	masculine noun
skewer	skewer	scuere	-s -d -ing	verb
seal	seal	sïele,	sïels	masculine noun
seal	seal	sïele	-s -d -ing	verb
seal	seal	sïole,	sïols	masculine noun
seal	seal	sïole	-s -d -ing	verb
screw	screw	screue,	screus	masculine noun
screw	screw	screue	-s -d -ing	verb
slay	slay	slaie	-s -d slaying	verb
slay	slay	slaie,	slays	masculine noun
scheme	schematic	schematic		adjective
small	small	small	-ar -est	adjective, masculine noun
small	smallness	smallness		masculine noun
slug	slug	slughe,	slugs	masculine noun
slug	slug	slughe	slug(s -d -ing	verb
surrender	surrender	sorrender	sorrendre(s -d -ering	verb
surrender	surrender	sorrendre		feminine noun
stun	stun	stonne	ston(s -d -ing	verb
shake	shake	seache	seac(s seôc seacan seaching	verb
shake	shake	seac,	seaix	masculine noun
surface	surface	surface	-s	adjective, masculine noun
surface	surface	surface	-s -d -ing	verb
sow	sow	soe	-s -d sone -uing	verb
sow	sow	sôe,	sôus	masculine noun
soccer	soccer	soccre		masculine noun
sure	sure	seure	-ly	adjective
sure	surefire	seurefuîr		adjective
sure	assure	asseure	-s -d -ing	verb
sure	assurance	asseurance	-s	feminine noun
sure	ensure	enseure	-s -d -ing	verb
sure	insure	inseure	-s -d -ing	verb
sure	insurance	inseurance	-s	feminine noun
sure	insurable	inseurable		adjective
secular	secular	secular		adjective
secular	secularity	secularetie	-is	feminine noun
secular	secularism	secularism		masculine noun
secular	secularist	secularist	-s	masculine noun
secular	secularization	secularisâcion	-s	feminine noun
secular	secularize	secularyse	-s -d -ing	verb
slumber	slumber	slomber	slombre(s slombred slombering	verb
slumber	slumber	slombre		masculine noun
soil	soil	souile	-s -d -ing	verb
soil	soil	souile,	soyels	masculine noun
slender	slender	slendre		adjective
strain	strain	straigne	-s -d -ing	verb
strain	strain	straine,	straîns	masculine noun
strain	strainer	straînor	-s	masculine noun
strain	strain	streine,	streins	masculine noun
sear	sear	síre	-s -d -ing	verb
sear	sear	síre,	sírs	masculine noun
superior	superior	supírior	-s	adjective, feminine noun
